FacilityName,FacilityId,City,State,ZipCode,Address,County,Latitude,Longitude,Primary NAICS Code,Industry Type (subparts),Sectors_Industry_Type,Total reported direct emissions,CO2 emissions (non-biogenic),Methane (CH4) emissions,Nitrous Oxide (N2O) emissions,HFC emissions,PFC emissions,SF6 emissions,NF3 emissions,Other Fully Fluorinated GHG emissions,HFE emissions,Very Short-lived Compounds emissions,Other GHGs (metric tons CO2e),Biogenic CO2 emissions (metric tons),Stationary Combustion,Electricity Generation,Adipic Acid Production,Aluminum Production,Ammonia Manufacturing,Cement Production,Electronics Manufacture,Ferroalloy Production,Fluorinated GHG Production,Glass Production,HCFC–22 Production from HFC–23 Destruction,Hydrogen Production,Iron and Steel Production,Lead Production,Lime Production,Magnesium Production,Miscellaneous Use of Carbonates,Nitric Acid Production,Petroleum and Natural Gas Systems – Offshore Production,Petroleum and Natural Gas Systems – Processing,Petroleum and Natural Gas Systems – Transmission/Compression,Petroleum and Natural Gas Systems – Underground Storage,Petroleum and Natural Gas Systems – LNG Storage,Petroleum and Natural Gas Systems – LNG Import/Export,Petrochemical Production,Petroleum Refining,Phosphoric Acid Production,Pulp and Paper Manufacturing,Silicon Carbide Production,Soda Ash Manufacturing,Titanium Dioxide Production,Underground Coal Mines,Zinc Production,Municipal Landfills,Industrial Wastewater Treatment,Manufacture of Electric Transmission and Distribution Equipment,Industrial Waste Landfills,Is some CO2 collected on-site and used to manufacture other products and therefore not emitted from the affected manufacturing process unit(s)? (as reported under Subpart G or S),"Is some CO2 reported as emissions from the affected manufacturing process unit(s) under Subpart AA, G or P collected and transferred off-site or injected (as reported under Subpart PP)?",Does the facility employ continuous emissions monitoring?,Column,Basin,Reported City,Reported State,Reported Zip Code,Reported Address,Reported County,Reported Latitude,Reported Longitude,Total reported emissions from Onshore Oil & Gas Production,State where Emissions Occur,Total reported direct emissions from Local Distribution Companies,Total reported direct emissions from Electrical Equipment Use,GHG Quantity Associated with Coal-based liquid fuel production,GHG Quantity Associated with Petroleum Products Produced,GHG Quantity Associated with Petroleum Products Imported,GHG Quantity Associated with Petroleum Products Exported,GHG Quantity Associated with Natural Gas Supply,GHG Quantity Associated with Natural Gas Liquids Supply,GHG Quantity Associated with CO2 Supply,Quantity of CO2 Received for Injection,D,Direct Emitter
Carthage East Gas Plant,1010251,Carthage,TX,75633,1423 CR 401,Panola,32.148066,-94.274363,211112,"C,W-PROC",Petroleum and Natural Gas Systems,63631.058,37787.4,25822.5,21.158,,,,,,,,,,37676.708,,,,,,,,,,,,,,,,,,,25954.35,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Carthage Energy,1001218,Carthage,NY,13619,701 West End Ave,Jefferson,43.9842,-75.6225,221112,"C,D",Power Plants,5233.478,5227.7,2.5,3.278,,,,,,,,,,138.6,5094.878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Carver-Marion-Wareham Landfill,1005715,Carver,MA,2330,118 Federal Road,Plymouth,41.812778,-70.719444,562212,"C,HH",Waste,42105.6,22.6,42083,,,,,,,,,,,22.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42083,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Carville Energy Center,1005110,Saint Gabriel,LA,70776,4322 HIGHWAY 30,Iberville,30.2292,-91.065,221112,D,Power Plants,1219294.305,1218056,564.825,673.48,,,,,,,,,,,1219294.305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cascade Creek,1001017,Rochester,MN,55901,1814 SEVENTH ST NW,Olmsted,44.0322,-92.4908,221112,"C,D",Power Plants,20389.016,20366,10.5,12.516,,,,,,,,,,4325.584,16063.432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Cascades Tissue Group North Carolina,1010363,Rockingham,NC,28379,"805, Midway Road",Richmond,34.954075,-79.809005,322121,C,Pulp and Paper,24994.956,24969.2,11.75,14.006,,,,,,,,,,24994.956,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"Cascades Tissue Group-Oregon, a division of Cascades Holding US Inc",1006520,Saint Helens,OR,97051,1300 KASTER ROAD,Columbia,45.8476,-122.803,322121,C,Pulp and Paper,47429.272,47380.5,22.25,26.522,,,,,,,,,,47429.272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cashion Gas Plant,1007821,Cashion,OK,73016,12650 S Council Rd,Oklahoma,35.748403,-97.656211,211112,"C,W-PROC",Petroleum and Natural Gas Systems,47891.952,46467.9,1290.25,133.802,,,,,,,,,,44342.952,,,,,,,,,,,,,,,,,,,3549,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Casper Gas Plant and Compressor Station,1002816,Casper,WY,82609,5750 E Yellowstone Hwy,Natrona,42.5131,-106.1403,211112,"C,NN-FRAC,W-PROC,W-NGTC","Natural Gas and Natural Gas Liquids Suppliers,Petroleum and Natural Gas Systems",40103.806,38436.1,1646.25,21.456,,,,,,,,,,36928.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cass County Station,1008168,Plattsmouth,NE,68048,3520 MILL ROAD,Cass,40.9472,-95.9667,221112,"C,D",Power Plants,12517.004,12504.4,5.75,6.854,,,,,,,,,,11.2,12505.804,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"Castleton Power, LLC",1001206,Castleton On Hudson,NY,12033,1902 RIVER ROAD ROUTE 9J,Rensselaer,42.5375,-73.7433,221112,"C,D",Power Plants,139952.306,139795.8,68,88.506,,,,,,,,,,754.348,139197.958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Catalyst Paper Operations Inc. Rumford Division,1006366,Rumford,ME,4276,35 HARTFORD ST,Oxford,44.551986,-70.540525,322121,"AA,C",Pulp and Paper,497193.13,485292.4,3814.5,8086.23,,,,,,,,,941869.2,446968.918,,,,,,,,,,,,,,,,,,,,,,,,,,,50224.212,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Catarina Compressor Station,1011440,Catarina,TX,78836,,Dimmit,28.35597134,-99.6627212,211111,C,Petroleum and Natural Gas Systems,26084.552,26057.7,12.25,14.602,,,,,,,,,,26084.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Catcher Ranch Gas Plant,1008831,Mcalester,OK,74502,,Pittsburg,34.87402778,-96.05205556,486210,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",45310.284,39444.7,5855.75,9.834,,,,,,,,,,17265.184,,,,,,,,,,,,,,,,,,,28045.1,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Caterpillar Inc,1003985,Montgomery,IL,60538,325 Rt31 South,Kendall,41.713056,-88.364444,333120,C,Other,82068.092,81983.7,38.5,45.892,,,,,,,,,,82068.092,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Caterpillar Inc. - East Peoria Plant,1002575,East Peoria,IL,61630,901 W. Washington Street,Tazewell,40.67649,-89.58879,333120,C,Other,63987.36,63921.6,30,35.76,,,,,,,,,,63987.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cathcart Landfill,1006550,Snohomish,WA,98296,8915 Cathcart Way,Snohomish,47.870014,-122.118284,562111,"C,HH",Waste,7864.05,190.3,7673.75,,,,,,,,,,,190.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7673.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"Catlettsburg Refining, LLC",1007913,Catlettsburg,KY,41129,11631 US Route 23,Boyd,38.375,-82.6042,324110,"C,MM-REF,Y","Petroleum Product Suppliers,Refineries",2236864.06,2217823.2,13507,5533.86,,,,,,,,,,1350592.086,,,,,,,,,,,,,,,,,,,,,,,,,886271.974,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cavendish Farms,1006865,Jamestown,ND,58401,5855 3rd St SE,Stutsman,46.908056,-98.623611,311411,C,Other,58.5,58.5,,,,,,,,,,,,58.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cayuga,1001540,Cayuga,IN,47900,3300 North SR 63,Vermillion,39.9239,-87.4272,221112,"C,D",Power Plants,5086634.306,5045932.2,14888.75,25813.356,,,,,,,,,,1437.278,5085197.028,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
"Cayuga Operating Company, LLC",1006950,Lansing,NY,14882,228 CAYUGA DR,Tompkins,42.6028,-76.6336,221112,"C,D",Power Plants,550031.074,545644.6,1603.75,2782.724,,,,,,,,,,233.646,549797.428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Cecil County Central Landfill,1004812,Elkton,MD,21921,758 East Old Philadelphia Road,Cecil,39.594758,-75.916937,562212,"C,HH",Waste,50667.9,100.9,50567,,,,,,,,,,,100.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50567,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cedar Bay Generating Co. LP,1000496,Jacksonville,FL,32218,9640 EASTPORT ROAD,Duval,30.4219,-81.6079,221112,C,Power Plants,657372.504,652074.4,1938.75,3359.354,,,,,,,,,837,657372.504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Cedar Bayou,1000929,Baytown,TX,77520,7705 WEST BAY ROAD,Chambers,29.7483,-94.9272,221112,"C,D",Power Plants,1325217.94,1323872.6,613.75,731.59,,,,,,,,,,5713.38,1319504.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cedar Bayou 4,1000547,Eldon,TX,77523,7705 WEST BAY ROAD,Chambers,29.752,-94.923,221112,D,Power Plants,522690.012,522159,242.25,288.762,,,,,,,,,,,522690.012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cedar Grove Landfill,1004128,Barnesville,GA,30204,172 Roger Brown Dr.,Lamar,33.08321,-84.20854,562212,HH,Waste,46292.75,,46292.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46292.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cedar Rapids/Linn County Solid Waste Agency Site #1,1001766,Cedar Rapids,IA,52404,2250 A STREET SW,Linn,42.085004,-91.556144,562212,HH,Waste,56474,,56474,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56474,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cedar Rapids/Linn County Solid Waste Agency Site #2,1001949,Marion,IA,52302,1954 COUNTY HOME ROAD ,Linn,42.089673,-91.555882,562212,"C,HH",Waste,47333.486,74.9,47256.5,2.086,,,,,,,,,,76.986,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47256.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cedar Trails Class III,1004750,Bartow,FL,33830,2500 State Road 60 West,Polk,27.89808,-81.884525,562212,"C,HH",Waste,195358.8,0.3,195358.5,,,,,,,,,,,0.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,195358.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Cefe Valenzuela Landfill,1002085,Bishop,TX,78343,2397 County Road 20,Nueces,27.593261,-97.785898,562212,HH,Waste,140338.25,,140338.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140338.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Celanese Acetate LLC - Manufacturing Processes,1003300,Narrows,VA,24124,3520 Virginia Avenue,Giles,37.3451,-80.764,325221,"C,TT","Other,Waste",580641.234,542118.1,37775.75,747.384,,,,,,,,,,543360.734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37280.5,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Celina Landfill,1008004,Celina,OH,45822,6141 Depweg Road,Mercer,40.45454,-84.56558,562212,"C,HH",Waste,54273.45,29.7,54243.75,,,,,,,,,,,29.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54243.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"Cellu Tissue CityForest, LLC, dba Clearwater Paper - Ladysmith",1003607,Ladysmith,WI,54848,1215 E WORDEN AVE,Rusk,45.46357,-91.08877,322121,C,Pulp and Paper,28016.244,27987.2,13.25,15.794,,,,,,,,,,28016.244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"Cellu Tissue Corporation Neenah, dba Clearwater Paper - Neenah",1003741,Neenah,WI,54956,249 N LAKE ST,Winnebago,44.19395,-88.47534,322121,C,Pulp and Paper,37892.556,37853.1,18,21.456,,,,,,,,,,37892.556,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
CenterPoint Landfill,1002244,Prague,OK,74864,101422 South 3570 Road,Lincoln,35.543891,-96.647746,562212,HH,Waste,30947,,30947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30947,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Central Compressor Station,1003237,Pilot Point,TX,76258,9105 FM 1385,Denton,33.325822,-96.903772,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,26957.268,21956.8,4988.25,12.218,,,,,,,,,,21971.668,,,,,,,,,,,,,,,,,,,,4985.6,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Central County Solid Waste Disposal Complex,1002899,Nokomis,FL,34275,4000 Knights Trial Road,Sarasota,27.19682,-82.387017,562212,HH,Waste,94685.25,,94685.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94685.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Central Kentucky Landfill,1008022,Georgetown,KY,40324,493 Double Culvert Road,Scott,38.344444,-84.548611,562212,"C,HH",Waste,123287.25,0,123287.25,,,,,,,,,,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123287.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Central Landfill,1007707,Mcneill,MS,39470,8800 Highway 11 North,Pearl River,30.7097,-89.59375,562212,HH,Waste,82173.5,,82173.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82173.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Central MN Renewables,1003924,Little Falls,MN,56345,17936 HERON ROAD,Morrison,46.022222,-94.338333,325193,C,Other,38926.304,38886.3,18.25,21.754,,,,,,,,,,38926.304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Central Plains Cement Company LLC,1004385,Sugar Creek,MO,64050,2200 N. Courtney Road,Jackson,39.144325,-94.416723,327310,"C,H",Minerals,734577.42,729124,2014.5,3438.92,,,,,,,,,33799,40,,,,,734537.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Central Treating Facility,1004824,Meeker,CO,81641,,Rio Blanco,39.8338,-108.2957,211111,"C,W-PROC",Petroleum and Natural Gas Systems,91314.95,88785.6,2507,22.35,,,,,,,,,,38973.704,,,,,,,,,,,,,,,,,,,52341.246,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Centralia,1007310,Centralia,WA,98531,913 BIG HANAFORD RD,Lewis,46.7559,-122.8578,221112,"C,D",Power Plants,5665100.606,5619677.1,16615.25,28808.256,,,,,,,,,,997.884,5664102.722,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
"Centre Station - Dominion Transmission, Inc",1011173,Pleasant Gap,PA,16823,670 Witherite Rd,Centre,40.88137,-77.72733,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,31349.236,30013.5,1318.75,16.986,,,,,,,,,,30043.336,,,,,,,,,,,,,,,,,,,,1305.9,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Century Aluminum Sebree LLC,1006666,Robards,KY,42452,9404 STATE ROUTE 2096,Henderson,37.6569,-87.5006,331312,"C,F",Metals,552206.56,421496.9,27.25,32.482,,130649.928,,,,,,,,57915.832,,,494290.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"Century Aluminum of South Carolina, Inc.",1002112,Goose Creek,SC,29445,3575 HIGHWAY 52,Berkeley,33.051743,-80.054289,331312,"C,F",Metals,508778.965,392447.4,26,30.992,,116274.573,,,,,,,,55196.192,,,453582.773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Century Castings Corporation,1010659,Belleville,IL,62226,1300 North Illinois Street,St. Clair,38.525951,-89.983258,331528,C,Metals,149.2,149.2,,,,,,,,,,,,149.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Century Gas Plant,1004301,Fort Stockton,TX,79735,2301 Puckett Road,Pecos,30.610401,-102.579371,211111,"C,PP,W-PROC","Petroleum and Natural Gas Systems,Suppliers of CO2",15916.83,8551.1,7362.75,2.98,,,,,,,,,,5516.98,,,,,,,,,,,,,,,,,,,10399.85,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Century Mine,1010106,Beallsville,OH,43716,43521 Mayhugh Hill Road,Belmont,39.894919,-81.015146,213113,"C,FF",Other,250249.65,48.9,250200.75,,,,,,,,,,,48.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250200.75,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Ceredo Generating Station,1001396,Huntington,WV,25704,1662 WALKER BRANCH ROAD,Wayne,38.3681,-82.5339,221112,"C,D",Power Plants,66614.552,66546.6,31,36.952,,,,,,,,,,0,66614.552,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
CertainTeed Corporation,1009491,Athens,GA,30601,425 Athena Dr,Clarke,33.97936,-83.33373,327993,"C,N",Minerals,33707.44,33677.3,13.75,16.39,,,,,,,,,,29045.34,,,,,,,,,4662.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
CertainTeed Gypsum,1011207,Las Vegas,NV,89004,13500 Blue Diamond Highway,Clark,36.04857,-115.38215,327420,C,Minerals,40961.696,40919.5,19.25,22.946,,,,,,,,,,40961.696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
"CertainTeed Gypsum NC, Inc.",1011645,Semora,NC,27343,921 Shore Road,Person,36.49011,-79.055977,327420,C,Minerals,57165.784,57106.6,27,32.184,,,,,,,,,,57165.784,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chaco Gas Plant,1004499,Bloomfield,NM,87413,,San Juan,36.4838,-108.1199,211111,"C,W-PROC",Petroleum and Natural Gas Systems,420220.434,390727,29275,218.434,,,,,,,,,,376543.384,,,,,,,,,,,,,,,,,,,43677.05,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chalk Point,1000649,Aquasco,MD,20608,PO 10,Prince George's,38.5444,-76.6861,221112,"C,D",Power Plants,1957612.12,1945704.3,4393.75,7514.07,,,,,,,,,,12617.546,1944994.574,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
"Chambersburg Station - Dominion Transmission, Inc",1011881,Chambersburg,PA,17202,1894 Warm Spring Road,Franklin,39.891894,-77.723672,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,27433.246,14366.7,13058.5,8.046,,,,,,,,,,14366.396,,,,,,,,,,,,,,,,,,,,13066.85,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chambersburg Units 12 & 13,1000148,Chambersburg,PA,17201,ALLEMAN ROAD,Franklin,39.8668,-77.6859,221112,D,Power Plants,48091.772,48043,22.25,26.522,,,,,,,,,,,48091.772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chamois Power Plant,1000717,Chamois,MO,65024,9321 HIGHWAY 100,Osage,38.6853,-91.7556,221112,"C,D",Power Plants,7.3,7.3,,,,,,,,,,,,7.3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Chandersville Compressor Station,1011818,Philo,OH,43771,1420 Irish Ridge Road,Muskingum,39.84115,-81.94147,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,33197.03,31620.9,1558.25,17.88,,,,,,,,,,31651.98,,,,,,,,,,,,,,,,,,,,1545.05,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chandler Compressor Station/Wilburton Compressor Station,1003211,Wilburton,OK,74578,1503 SW 1050th Avenue,Latimer,34.88861,-95.40564,213112,"C,W-NGTC,W-PROC",Petroleum and Natural Gas Systems,90362.104,58017.9,32315,29.204,,,,,,,,,13.2,52009.904,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Channel Energy Center,1001408,Pasadena,TX,77506,451 LIGHT COMPANY ROAD,Harris,29.7189,-95.2319,221112,"C,D",Power Plants,2036897.394,2027240.9,2853.75,6802.744,,,,,,,,,,40456.17,1996441.224,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Channelview Cogeneration Facility,1007323,Houston,TX,77049,8580 Sheldon Road,Harris,29.8356,-95.1242,221112,D,Power Plants,3051131.592,3048033.2,1413.5,1684.892,,,,,,,,,,,3051131.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Chanute 2,1005778,Chanute,KS,66720,1415 N GARFIELD,Neosho,37.6953,-95.4586,221112,"C,D",Power Plants,11646.656,11634.6,5.5,6.556,,,,,,,,,,19.2,11627.456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chaparral Gas Plant,1010488,Carlsbad,NM,88220,492 Shugart Road,Eddy,32.630257,-103.873545,211111,"C,W-PROC",Petroleum and Natural Gas Systems,45752.244,42807.5,2921.5,23.244,,,,,,,,,,25161.8,,,,,,,,,,,,,,,,,,,20590.444,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chaplin Station,1008146,Chaplin,CT,6235,539 Tower Hill Road,Windham,41.819928,-72.156801,486210,"C,W-NGTC",Petroleum and Natural Gas Systems,31943.036,30720.8,1205.25,16.986,,,,,,,,,,30750.736,,,,,,,,,,,,,,,,,,,,1192.3,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charles D. Lamb Energy Center,1011999,Ponca City,OK,74601,4250 W. Doolin Avenue,Kay,36.81476,-97.12587,221112,D,Power Plants,23747.912,23723.8,11,13.112,,,,,,,,,,,23747.912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charles Larsen Memorial Power Plant,1001499,Lakeland,FL,33801,2002 E RD 92,Polk,28.0491,-81.9238,221112,"C,D",Power Plants,42765.392,42722.1,19.75,23.542,,,,,,,,,,51.9,42713.492,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charles R Lowman,1001418,Leroy,AL,36548,CARSON ROAD,Washington,31.4858,-87.9106,221121,D,Power Plants,1861725.306,1846808.2,5456.5,9460.606,,,,,,,,,,,1861725.306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,Y,,,,,,,,,,,,,,,,,,,,,,,
Charleston Landfill,1002359,Charleston,WV,25304,741 South Park Road,Kanawha,38.310784,-81.618161,562212,"C,HH",Waste,58071.4,2228.9,55842.5,,,,,,,,,,,2228.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55842.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charley CPF-3,1011757,Heber Springs,AR,72543,1800 Pangburn Rd,Cleburne,35.446264,-91.973652,213112,C,Petroleum and Natural Gas Systems,41729.592,41686.3,19.75,23.542,,,,,,,,,,41729.592,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charley CPF-4,1011737,Heber Springs,AR,72543,801 Candlestick West,Cleburne,35.430694,-92.02521,213112,C,Petroleum and Natural Gas Systems,37672.208,37633.3,17.75,21.158,,,,,,,,,,37672.208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charlotte Motor Speedway Landfill V,1003099,Concord,NC,28027,5105 MOREHEAD ROAD,Cabarrus,35.345247,-80.682062,562212,HH,Waste,167877.5,,167877.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167877.5,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Charter Waste Landfill,1002509,Odessa,TX,79764,12035 West Murphy Road,Ector,31.770001,-102.5,562212,HH,Waste,123823.75,,123823.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123823.75,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
Chateau Fresno Landfill,1007015,Fresno,CA,93706,8662 West Muscat,Fresno,36.68793,-119.94582,562212,HH,Waste,3328.25,,3328.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3328.25,,,,N,N,N,,,,,,,,,,,,,,,,,,,,,,,
